ドメイン,DR,備考
yamacraft.jp,2.3,
yy-world.jp,0.0,
wwwfutaba-k.jp,0.2,
wotome.jp,0.0,
yorozumaster.jp,0.0,
volo.jp,0.0,
yakitori-torishin.jp,0.0,
vividays.jp,0.0,
victoryjewelry.jp,0.0,
unijob.jp,0.0,
u-beauty.jp,0.1,
visual-note.jp,0.0,
t-s-service.jp,0.0,
treten.jp,0.0,
trendscope.jp,0.0,
toyanokeiai.jp,0.0,
tokyobeautyclinic.jp,0.0,
tochigi-saiyoukoujou.jp,0.0,
travelisa.jp,0.0,
transmille.jp,0.0,
tms2000.jp,0.0,
theclub-recruit.jp,0.1,
takun.jp,0.0,
takahamagumi.jp,18.0,
temaribana.jp,0.0,
tabi-frame.jp,0.0,
syan.jp,0.0,
suzukiblog.jp,0.0,
super-health-bh.jp,0.0,
suhaku.jp,0.6,
sugayadenki.jp,4.6,
studytrade.jp,0.0,
station-stating.jp,0.0,
socialcampus.jp,1.3,
sendai-iin-clinic.jp,0.0,
sdcorp.jp,0.0,
sakuramonogatari.jp,0.0,
shinden-baseball.jp,0.0,
sennennoki.jp,0.1,
ryuuken.jp,0.0,
ride-lp.jp,0.0,
sales-power.jp,0.0,
retoro-genki.jp,4.5,
reair.jp,0.0,
que-sera.jp,0.9,
puripuriair.jp,0.0,
pmmt2017.jp,0.0,
piccollo.jp,0.0,
petitmatin.jp,0.0,
prior-rings.jp,4.4,
ots-corporation.jp,9.0,
o-three-o.jp,0.0,
osaka-landworks.jp,1.2,
oneworld-network.jp,0.0,
one-day-tattoo.jp,0.0,
okuaizukikou-tadamiline.jp,0.9,
nyuto.jp,0.0,
nora-studio.jp,16.0,
nitrocoffee.jp,0.0,
odepharma.jp,0.0,
nihongenki.jp,0.0,
nano-tukuru.jp,8.0,
moonmate.jp,0.0,
m-josuikai.jp,0.0,
natural-body.jp,0.1,
m-ji.jp,0.0,
museum-international.jp,0.0,
mored-kids.jp,0.0,
meximan.jp,3.4,
meteorarena.jp,0.0,
meo-expert.jp,0.0,
mint-corp.jp,0.0,
minopharma.jp,0.0,
mcrk.jp,0.0,
maruha-nichiro.jp,0.0,
luxst-recruit.jp,0.0,
ls-fudousan.jp,0.0,
logos-tc.jp,0.0,
marine-snow-diving.jp,0.0,
life4pro.jp,0.9,
libertyjapan.jp,1.8,
kyoushitsukyouzai.jp,0.0,
kouenji-chintai.jp,0.0,
kool-i.jp,0.0,
kyueikai-recruit.jp,0.0,
kolore.jp,0.0,
ko-a.jp,0.0,
kitanagoya-cashless.jp,10.0,
kikuchigroup.jp,0.0,
kidate.jp,0.0,
kk-pmc.jp,0.0,
kitgroup.jp,0.0,
keicomm.jp,0.0,
kinderfeets.jp,0.0,
kch-masui-recruit.jp,1.3,
kazufumi.jp,0.0,
katomika.jp,0.0,
kaminendo.jp,0.0,
k-all.jp,0.0,
kaigo-houmu.jp,1.3,
ito-sya.jp,0.0,
isshikipub.jp,0.0,
house-riza.jp,2.8,
jmpa.jp,0.0,
japancats.jp,0.0,
hiraoji.jp,0.0,
hinokijapan.jp,0.0,
iboga.jp,0.0,
hehein.jp,0.0,
housepro.jp,0.0,
hotzenplotz.jp,0.6,
honestbeauty.jp,0.0,
honda-hc-lp.jp,0.0,
hashika.jp,0.0,
governor.jp,0.0,
hijapan.jp,0.2,
highpower-sales.jp,0.0,
futoukazei.jp,4.4,
fss-kiu-ac.jp,0.5,
hakunofukiage.jp,1.4,
gyneyoga.jp,2.0,
foxjapan.jp,1.3,
gospel-life.jp,0.0,
gloss.jp,0.0,
fc-subway.jp,0.0,
fulltime.jp,0.0,
fukuikyo.jp,0.5,
fancl-calorie-balance.jp,0.0,
experiencein.jp,0.0,
ecomed.jp,0.0,
fangchan.jp,7.0,
e-canon.jp,0.0,
ezdupe.jp,0.0,
drone-drone.jp,2.2,
erogewith.jp,0.0,
elsaspeak.jp,0.0,
dr-coffee.jp,8.0,
daisin-s.jp,0.0,
cons.jp,0.0,
drdador.jp,0.0,
colorer-k.jp,0.0,
careplan-ritz.jp,0.0,
brown-bear.jp,0.0,
botworld.jp,0.0,
bottlehead.jp,0.0,
blor.jp,2.8,
bitcat.jp,0.0,
birthatrigg.jp,0.0,
beetlehelmet.jp,0.0,
ballet-bloom.jp,0.0,
xn--av-yo3c084z.jp,0.0,
besviu.jp,0.0,
autosheet.jp,0.0,
akanebijin-game.jp,2.6,
aihack.jp,0.0,
aicard.jp,0.0,
aicar.jp,0.0,
aibeautyasia.jp,0.0,
5gtv.jp,0.0,
1000kyourock-uwajima.jp,0.9,
xn--cjzo6d.jp,0.0,
xn--mnq351l.jp,0.0,
ss1.jp,0.0,
usw.jp,0.0,
kgx.jp,0.0,
irq.jp,0.0,
clc.jp,0.3,
dj1.jp,0.0,
ahn.jp,0.0,
a3g.jp,0.0,
xn--48sz50aokkppe.jp,0.2,
xn--gckvb2b2a4jra6ib.jp,0.0,
ygsrs.jp,0.0,
yanaka1ldk.jp,0.7,
yquestimageworks.jp,0.0,
worklifehub.jp,0.0,
yes4all.jp,0.0,
wmwm.jp,0.0,
waternavi.jp,0.0,
waf-law.jp,0.0,
webto.jp,0.0,
wacoo.jp,0.0,
urgent.jp,0.0,
virtual-room.jp,0.0,
virtual-cuurrency.jp,0.0,
vimica.jp,0.0,
urban-a.jp,0.0,
ueno-design.jp,0.0,
tretre.jp,0.0,
travel-kyushu.jp,0.0,
ttpgolf.jp,0.0,
toyama-navi.jp,0.0,
totalclean.jp,0.0,
tokyohyakushi.jp,0.1,
tirer.jp,0.0,
timestranger.jp,0.0,
teamskill.jp,0.0,
tamotsu.jp,0.0,
taishokudaiko.jp,0.0,
tagamihisaka.jp,0.0,
sweetjane.jp,0.0,
supplement-training.jp,1.5,
sun-lotus.jp,0.0,
support39.jp,0.0,
sugarandsalt.jp,0.0,
sunsethills.jp,0.0,
sugabluedaisy.jp,0.0,
studioc.jp,0.0,
stresscheckguide.jp,0.0,
stpartners.jp,0.0,
sportsbuzz.jp,0.0,
spayk.jp,0.0,
soupro.jp,0.0,
sm-e.jp,0.0,
siseizan.jp,0.0,
sougi-shaft.jp,0.0,
snjk.jp,0.0,
simiuslabo.jp,0.0,
smartnw.jp,0.0,
shiga-chiro.jp,0.0,
sinulle.jp,0.0,
sentido-architects.jp,2.8,
showin-denbo.jp,0.0,
selfleadership.jp,0.0,
satio-miyagi.jp,0.0,
sakurasalesrep.jp,0.0,
sea-jewelry.jp,2.1,
sabukaru.jp,0.0,
ryourei-sintakuma.jp,0.0,
rose26.jp,0.4,
ritumei.jp,0.0,
risegate.jp,0.0,
rikureco.jp,0.0,
revive-property.jp,0.9,
restaurer-kobe.jp,0.0,
resort-work.jp,0.0,
reibun-jyoho.jp,0.9,
pts-face.jp,0.8,
preciousx2.jp,0.0,
redflagdesign.jp,0.0,
puffin.jp,0.0,
pokidongo.jp,0.0,
promptpedia.jp,3.7,
pilateslife.jp,0.4,
posregister.jp,0.0,
oopstips.jp,2.9,
online-clip.jp,0.0,
pictura.jp,0.0,
pharmiweb.jp,0.0,
okubuka.jp,0.0,
oita-konkatu.jp,0.0,
onesafe.jp,0.0,
omatakankosetubi.jp,1.3,
nippro.jp,0.0,
niiblog.jp,0.0,
norita.jp,0.4,
nicomail.jp,0.0,
nipponmaru-douga.jp,0.0,
ngtv.jp,0.4,
nerori-kobe.jp,0.0,
navi-nex.jp,1.8,
nashioka.jp,0.0,
neo-balance-beauty.jp,0.0,
nanahachika.jp,0.0,
miwi.jp,2.6,
mhbodywork.jp,7.0,
musashi-seitai.jp,0.0,
motoshonin.jp,0.0,
morrel.jp,0.0,
mogumogu-check.jp,9.0,
metrip.jp,0.0,
medival.jp,0.0,
mediaractive.jp,0.0,
matsuo-masahiro.jp,6.0,
masalayoga.jp,0.0,
machiuke.jp,0.2,
lvpt.jp,0.0,
man2man.jp,0.0,
ltr-heroaca-cafe.jp,20.0,
l-ne.jp,0.0,
livinghood.jp,0.0,
lifeadventure.jp,0.3,
lavie-hair.jp,0.0,
litecoin.jp,0.0,
lings.jp,0.0,
larecole.jp,1.1,
lelabo.jp,0.0,
kotobuki-medical.jp,0.4,
kodoku108.jp,0.0,
ks-cube.jp,0.7,
kintech.jp,0.0,
kingan-robot.jp,0.0,
kk-hmt.jp,0.0,
kimthanh.jp,0.0,
kgame.jp,0.0,
kabegami.jp,0.0,
jack-o-lantern.jp,0.0,
indonesiagolf.jp,1.2,
ja-pa-n.jp,0.0,
imeets.jp,0.6,
ima-tabi.jp,0.0,
imrp.jp,0.7,
iglp.jp,0.2,
hotate-shoji.jp,0.0,
hiranoclinic-yamanakako.jp,2.8,
himeda.jp,0.0,
greasetrap.jp,0.0,
grace-salon.jp,0.0,
handsfreetravel.jp,0.0,
gonworks.jp,0.0,
fusafusa.jp,0.0,
foxpoker.jp,0.0,
gold-age.jp,0.0,
flower-chintai.jp,0.0,
fr-office.jp,0.0,
framecad.jp,0.0,
e-tone-ai.jp,11.0,
english-bootcamp.jp,0.0,
festa-salon.jp,0.0,
energy-force.jp,0.0,
elusion.jp,0.0,
ebigan.jp,0.0,
earthaid.jp,0.0,
dpmp.jp,0.0,
dorim.jp,0.0,
e-298.jp,0.0,
doctor-age-office.jp,0.0,
discover99.jp,0.0,
dietcoach.jp,0.0,
delivery-love.jp,0.0,
data-storage.jp,0.0,
d9office.jp,0.0,
cyclect.jp,27.0,
cybersecurity-guide.jp,0.3,
cyberhub.jp,0.1,
creama.jp,1.0,
copyshop.jp,19.0,
cri-websolution.jp,2.8,
copymaster.jp,0.0,
cp-acure.jp,0.0,
cooling.jp,0.7,
consultant-blog.jp,0.0,
cocoontattoo.jp,0.2,
cmlab.jp,0.0,
click-me.jp,0.0,
chibica.jp,0.0,
chalo-pethotel.jp,0.0,
butsudannoharada.jp,0.0,
biyou-geka.jp,0.0,
cfsc.jp,0.0,
c-es.jp,0.0,
catzilla.jp,0.0,
capybarand.jp,0.8,
capewine.jp,0.9,
beecle.jp,0.0,
bokin2020.jp,0.0,
beauty-world.jp,0.0,
beautiful-harmony.jp,0.0,
bazar.jp,0.0,
beautifulnet-shop.jp,0.0,
badgirls.jp,0.0,
asian-world.jp,0.0,
asiabusinessnews.jp,0.0,
augite.jp,0.0,
ashoka.jp,0.0,
arisaka.jp,0.0,
argol.jp,0.0,
aoikuni.jp,0.0,
akibafactory.jp,0.0,
aicasting.jp,0.0,
3baum.jp,0.0,
2mile.jp,0.0,
0--0.jp,0.0,
eheya-job.jp,0.0,
xn--2rq78uzyv.jp,0.0,
xn--ogtz6w.jp,0.0,
xn--tfr529hska.jp,0.0,
xn--1r3aod.jp,0.0,
xn--z3vu3d.jp,0.0,
yjn.jp,0.0,
ttj.jp,0.0,
scm.jp,0.8,
oig.jp,0.0,
go0.jp,0.0,
c53.jp,0.0,
xn--22q884cbxd30qd3l1ohbkc.jp,0.0,
xn--ecka0sb0148aflrwx3f.jp,0.0,
xn--y3qp66am3bw55d.jp,0.0,
xn--110-sh3g47b6y3a3t9af2a.jp,0.0,
xn--wcva32muw2c.jp,0.0,
xn--elq48le3in3l.jp,0.0,
xn--eckwa1h234nep0d.jp,0.0,
xn--cck0d8c5a.jp,0.0,
xn--gcks4azaq9a5fwi1b5e.jp,0.0,
xn--nckya3au5j0a2b.jp,0.0,
xn--eckle6c4f0gtcc3081eyx0g.jp,0.0,
zooproject.jp,0.8,
zuo-shop.jp,7.0,
zt-plasticmolding.jp,4.2,
zeromat.jp,0.6,
z-en.jp,8.0,
yoshidasouken.jp,0.3,
wutheringwaves-cartethyia.jp,1.1,
white-technology.jp,0.0,
yogaorganic.jp,0.0,
ymd-s.jp,2.2,
worldwar.jp,0.8,
worldcoffee.jp,0.0,
wavehome.jp,0.0,
walm.jp,0.0,
well-learning.jp,0.0,
wellcareer.jp,0.0,
web-3.jp,10.0,
vanilla-house.jp,0.1,
washio.jp,0.0,
utilityinc.jp,0.0,
urata-jyuku.jp,0.0,
treeviewer.jp,0.0,
umestudio.jp,0.0,
ubitus.jp,0.0,
torute.jp,0.0,
tsurumaki.jp,0.2,
trk-iwaki.jp,0.0,
tomatsu-bridal.jp,0.0,
toyotomichina.jp,0.0,
threeway.jp,0.0,
toolplus.jp,0.1,
techmake.jp,0.0,
tohkohcare-recruit.jp,4.9,
taura.jp,0.0,
syohisyakinyu.jp,0.0,
sushipon.jp,0.0,
tat-design.jp,0.0,
takarazawa.jp,0.0,
ssi-global.jp,0.0,
sp-ec.jp,0.0,
sugoroku.jp,0.0,
streetfest.jp,0.0,
ssst.jp,0.0,
sooz.jp,0.0,
sokusau.jp,16.0,
smartcard.jp,0.0,
skiresort.jp,0.0,
skcorp.jp,0.0,
smart123.jp,0.0,
slsw.jp,0.0,
shinone.jp,0.0,
samurai-osaka.jp,0.0,
salesdb.jp,0.0,
seeyou.jp,0.0,
sctrc.jp,12.0,
rtree-innovation.jp,0.0,
rtree-i.jp,0.0,
saimon.jp,0.8,
riverfield-shadou-skill.jp,0.8,
recycle123.jp,0.0,
rrec.jp,10.0,
recruiting-support.jp,0.0,
rinotech.jp,0.0,
reuse-life.jp,0.0,
qwenguide.jp,0.0,
qttoslim.jp,0.0,
rebound.jp,0.0,
pink-matome.jp,0.0,
phtp.jp,0.0,
princess-momo.jp,0.2,
ppdesign.jp,0.0,
powerside.jp,0.0,
photodoggie.jp,0.0,
peta-no-niwa.jp,0.0,
pancoat.jp,0.0,
phobos.jp,0.0,
paint-riza.jp,2.6,
xn--pc-4h4a4c2e6h.jp,5.0,
oshimaofficial.jp,0.0,
orgco.jp,0.0,
onlineacademy.jp,0.0,
one-next.jp,0.0,
offisis.jp,0.0,
office-apr.jp,0.0,
ondol.jp,0.0,
okuyan.jp,0.0,
ns-mail.jp,5.0,
notification-sound.jp,0.0,
no-lie.jp,0.0,
nokki.jp,0.0,
nittsuco.jp,0.0,
nihon-bunka.jp,0.0,
n-exus.jp,0.0,
nihongosuki.jp,0.0,
natural-skin.jp,0.0,
nicehat.jp,0.0,
nas-pro.jp,0.0,
nextwoman.jp,0.0,
neotecnos.jp,0.0,
namura-k.jp,0.0,
mysb.jp,0.0,
naoshimajyuku.jp,0.0,
myopinion.jp,0.0,
mystical.jp,0.0,
mysimple.jp,0.0,
myecowrap.jp,0.0,
muramatsu-biken.jp,0.0,
motomatsu.jp,0.0,
money-management.jp,0.0,
monadikos.jp,0.3,
moha.jp,0.0,
misato-shinbi.jp,0.1,
minimalsuzu.jp,0.1,
mlight.jp,0.0,
mitcables.jp,0.0,
mifactory.jp,0.0,
microserver.jp,0.0,
miam.jp,0.0,
mhlove.jp,0.0,
mastercode.jp,0.0,
machpro.jp,0.0,
mentalfitness.jp,0.0,
masuclub.jp,0.0,
luckydip.jp,0.0,
locanet.jp,0.0,
luxenote.jp,0.9,
luth.jp,0.0,
link-jp.jp,1.9,
lorealimode.jp,0.0,
lockers.jp,0.0,
linguahub.jp,0.0,
lightorbit.jp,0.0,
lectin-free.jp,0.0,
limpia-ihin.jp,0.0,
lectinfree.jp,0.0,
lea-lourdes.jp,0.0,
laser-craft.jp,0.0,
kyoto-energy.jp,0.0,
kwks.jp,0.0,
k-maker.jp,0.0,
kryptowire.jp,0.0,
k-kowa.jp,0.0,
k-e-k.jp,0.0,
kebs.jp,0.1,
kionao.jp,0.0,
ki-ds.jp,0.0,
kamihara.jp,0.0,
keijix.jp,0.0,
joyfulmusic.jp,1.9,
jeffu.jp,0.0,
jart2024.jp,1.1,
jiko-naraha-law.jp,0.0,
jict.jp,0.0,
japanesecar.jp,0.0,
japanbusinessforum.jp,0.0,
japansong.jp,0.0,
japanese-whisky.jp,0.0,
istonx2.jp,0.0,
ironie.jp,0.0,
invest-school.jp,0.0,
inunoyado.jp,0.0,
if-else.jp,0.0,
iduru-maikura0821.jp,0.0,
intternesst.jp,0.0,
ifpower.jp,0.0,
huiyou.jp,2.3,
hrscs.jp,0.0,
hypox.jp,0.0,
hokkaidomc.jp,1.1,
hmshop.jp,0.0,
hpplanning.jp,0.0,
hiyochan.jp,0.0,
hiro-d-c.jp,0.0,
herbrity.jp,0.0,
hellfire.jp,0.0,
hiro24.jp,0.0,
hamiltonkojima.jp,25.0,
hakobox.jp,7.0,
happylove.jp,0.0,
gump.jp,0.4,
goodlifedesign.jp,0.0,
haier.jp,0.0,
ginko.jp,0.0,
googleplay.jp,0.0,
gemmyroom.jp,0.4,
giscience.jp,0.0,
gearlytics.jp,4.0,
g-fore.jp,0.0,
gatrial.jp,0.0,
gachimazui.jp,0.1,
fuwarito.jp,0.3,
fukuiou-quiz.jp,1.6,
fujinomachi-mirai.jp,0.0,
exp-mercedes.jp,0.1,
erp-biso.jp,0.0,
fluxfm.jp,0.0,
fineart-studio.jp,0.0,
f5photo.jp,0.0,
e-nikken.jp,0.0,
emil-mana.jp,0.0,
ensellemarcel.jp,0.0,
elephantsoft.jp,0.0,
eigono.jp,0.0,
eatpass.jp,2.5,
earlychance.jp,0.0,
ecbranding.jp,1.6,
earlybirdinc.jp,0.0,
donly.jp,0.0,
digipost.jp,0.0,
dubainews.jp,0.1,
densha-shimbun.jp,0.0,
domehouse.jp,0.7,
digitalsolutions.jp,0.0,
denpita.jp,0.0,
devforce.jp,0.0,
deepseekguide.jp,0.0,
deed.jp,0.0,
davincilive.jp,0.0,
daiji-urata.jp,0.1,
daiendou.jp,0.0,
cwaweb.jp,0.0,
cryptography.jp,0.0,
criceto.jp,0.0,
creative-company.jp,4.4,
cittadesign.jp,0.0,
chmclx.jp,0.0,
coweb.jp,0.0,
cocoona.jp,0.5,
chelsea-marriage.jp,0.0,
catchmo.jp,0.0,
calmee.jp,0.0,
channelthink.jp,0.0,
c-designing.jp,0.0,
byakkotai.jp,0.0,
capcap.jp,1.3,
bridalbase.jp,0.0,
blueswan.jp,0.0,
biz-buddy.jp,0.0,
bcgroup.jp,0.0,
bca-nagoya.jp,2.6,
bi-emedicalaffairs.jp,0.0,
bellaria.jp,0.0,
bc-online-lesson.jp,0.0,
bazaar.jp,0.0,
autoforge-fan.jp,0.0,
aumobile.jp,0.0,
xn--av-xv5cq81k.jp,0.0,
asuka-ind.jp,0.3,
autodiscover.jp,0.0,
aoi-77.jp,0.0,
anypo.jp,0.2,
assemblish.jp,0.0,
aomori-kenminkyosai.jp,0.0,
anjuness.jp,0.0,
angelsliquid.jp,1.2,
angelpeach.jp,0.0,
alliq-solar.jp,0.0,
a-lin4b.jp,0.0,
amana-contents.jp,0.0,
aiscc.jp,1.4,
addaday.jp,0.0,
aceauto.jp,0.0,
a1day1.jp,7.0,
9-design.jp,0.0,
122333.jp,0.0,
xn--tkry91n.jp,0.0,
xn--5rz.jp,0.0,
xn--qoqz12avj0c.jp,0.0,
xn--rovt81g.jp,0.0,
xn--p8j0a9n.jp,0.0,
xn--ick6en31r.jp,0.0,
xn--n8jyc5f.jp,0.0,
zke.jp,0.0,
svo.jp,0.0,
rtl.jp,0.0,
xn--ebkj518x8ci.jp,0.0,
xn--gdkybn5a.jp,0.0,
xn--lck0cvbd9gue.jp,0.0,
xn--n9j5hxbuax2j8h.jp,0.0,
xn--28jj0a3jl3bzd.jp,0.0,
xn--h9j4c0a0b.jp,0.0,
xn--lckya9a0ce.jp,0.0,
pzn.jp,0.0,
pxn.jp,0.0,
nuv.jp,0.0,
xn--ecktb6c4d.jp,0.0,
zylo.jp,0.0,
xn--l8j8avk6o2kyltc3hq947a1svbiy2ineua.jp,0.0,
zirconiaimplant.jp,0.0,
pll.jp,0.0,
z-firm.jp,0.0,
zero1-corp.jp,0.0,
zeroshot.jp,0.0,
z-enter.jp,0.0,
yumelink.jp,0.0,
ytc-corporation.jp,0.0,
youthdesign.jp,0.0,
youlun.jp,0.0,
yorozuya-fukui.jp,0.2,
yolocom.jp,0.0,
yn-lls.jp,0.3,
y-my.jp,0.2,
yarnity.jp,0.0,
yaponsky.jp,0.0,
wls-room-booking.jp,0.0,
yamaguchi-industry.jp,0.0,
x-marketing-job.jp,0.0,
wisdomlab.jp,0.0,
whitrip.jp,0.0,
wexer.jp,0.0,
whitedot.jp,0.0,
weekcomm.jp,0.0,
weddingcollege.jp,0.0,
webmining.jp,0.1,
wanlog.jp,0.0,
walkthrough.jp,0.9,
wa-dining.jp,0.0,
wahta.jp,0.0,
wadajima.jp,0.0,
vntalk.jp,0.0,
vmove.jp,0.0,
viva-work.jp,0.0,
utsukushiimono.jp,0.0,
urban-legend.jp,0.0,
uranaihappy.jp,0.0,
upmost.jp,0.0,
uni-book.jp,7.0,
tutawaru.jp,0.0,
ts-whitening.jp,0.5,
tutankhamun.jp,0.0,
tsumugido.jp,0.0,
tsukuruba.jp,0.0,
tsukino-bag.jp,0.0,
tsucchan.jp,0.0,
trueway.jp,0.0,
tretter.jp,0.0,
trittec.jp,0.0,
trenday.jp,0.0,
trendal.jp,0.0,
tracken.jp,0.0,
travala.jp,0.0,
trappin.jp,0.0,
trade-gate.jp,0.0,
totalhealth.jp,0.0,
townoffice.jp,0.0,
totalcaresalonluana.jp,0.0,
toripowerspot.jp,0.0,
toriita.jp,0.0,
toribird.jp,0.0,
topodisegno.jp,0.0,
topme.jp,0.0,
tomorrowxtogether.jp,0.0,
tiogaholdings.jp,0.0,
tiesind.jp,0.0,
timers.jp,0.0,
the-pro.jp,0.0,
thelib.jp,0.0,
thejunkyard.jp,0.0,
teyea.jp,0.0,
the-cat.jp,0.0,
tetotemusic.jp,0.0,
tenpozan.jp,0.0,
tech-ai.jp,0.2,
teiso.jp,0.0,
talkc.jp,0.0,
tateoka.jp,0.0,
taishokudaikou-navi.jp,0.0,
taguri.jp,0.0,
tabehoudai.jp,0.0,
ns4.jp,0.0,
syouzi.jp,0.0,
suuu0120.jp,0.0,
sunsistemo.jp,0.0,
sunroadishikawa.jp,18.0,
sunlight-tokyo.jp,7.0,
style-z.jp,0.0,
sumibiclub-sakana.jp,0.0,
stretch7.jp,0.0,
studygame.jp,0.0,
stfc.jp,0.0,
stella-tax.jp,0.9,
staas.jp,0.0,
startfx.jp,0.0,
spa-ec.jp,0.0,
spell.jp,0.0,
soric.jp,0.0,
soraburitenshop.jp,18.0,
sokochi-soudan.jp,0.0,
sol-now.jp,0.0,
soldat.jp,0.0,
snape.jp,0.0,
smart-property.jp,0.0,
smartgrants.jp,0.0,
smart-contract.jp,0.0,
skyrocketweb.jp,0.0,
simplevision.jp,0.0,
sisley-cosmetics.jp,0.0,
sircoin.jp,0.0,
simizushop.jp,7.0,
show-bay.jp,0.0,
sifclalis-svc.jp,0.0,
shina-chiro.jp,0.0,
shakaijinkisoryoku.jp,0.0,
shance.jp,0.0,
sewing-plaza.jp,0.0,
seven-corp.jp,0.0,
seikatsukobo.jp,0.0,
semi-suppo.jp,0.0,
selfphoto.jp,0.0,
sd-windenergy.jp,0.0,
seamoney.jp,0.0,
sdgs-taishoku-daikou.jp,0.0,
scm-management.jp,8.0,
salontaf.jp,0.0,
scandit.jp,0.0,
sale-on.jp,0.0,
salmonlife.jp,2.3,
sachiyo.jp,0.0,
jog.jp,0.0,
saaageboutique.jp,0.0,
ryokugen.jp,0.0,
route-lab.jp,0.0,
roomchiba.jp,0.0,
rothys.jp,0.0,
ripple-bank.jp,0.0,
rightclue.jp,0.0,
retailsupport.jp,0.0,
resolutio.jp,0.0,
restandrelax.jp,0.0,
report831epic.jp,0.0,
report782hops.jp,0.0,
report419foam.jp,0.0,
report391goat.jp,0.0,
report202pint.jp,0.0,
renomado.jp,10.0,
refreshing.jp,0.0,
recruit-baciami.jp,0.0,
redkenimode.jp,0.0,
rectus.jp,0.0,
recourse.jp,0.0,
recruit-andtoday.jp,0.0,
realrose.jp,0.0,
quizgpt.jp,0.0,
re-5.jp,0.0,
qbase.jp,0.0,
fwt.jp,0.0,
fqn.jp,0.0,
pullrequest.jp,0.0,
pskiseki.jp,0.0,
proful.jp,0.0,
productjam.jp,0.0,
products-live.jp,0.0,
prisearch.jp,0.0,
p-reserve.jp,0.0,
poslab.jp,0.0,
precioushome.jp,0.0,
pranahealing.jp,0.0,
polijap.jp,0.0,
pn-paradise.jp,0.0,
play-ojo.jp,0.2,
pluswat.jp,0.0,
plusglass.jp,0.0,
a31.jp,0.0,
planlife.jp,0.0,
pinta.jp,0.0,
picme.jp,0.0,
pf-consulting.jp,0.0,
pesitro.jp,0.0,
patapata0831.jp,0.0,
pcsj.jp,0.0,
panzerotti.jp,0.0,
oushouji.jp,0.0,
page-me.jp,0.0,
packandsend.jp,0.0,
oursblanc.jp,0.0,
osaka-yuigon.jp,0.0,
otsuka-kogyo.jp,0.0,
oshinabete.jp,0.0,
osakanakun.jp,0.0,
online-soroban.jp,0.0,
osaka-endoscope.jp,0.0,
optimizedcontent.jp,0.0,
openlane.jp,0.0,
onlinemaster.jp,0.0,
ondmade.jp,0.0,
omcsjapan.jp,0.0,
onclick.jp,0.0,
omaro.jp,0.1,
oki37.jp,0.0,
olio-remix.jp,0.0,
okazou.jp,0.0,
ohbi.jp,0.0,
ogawa-siw-kagoshima.jp,0.0,
odde.jp,0.0,
ogawa-sekkotsuin.jp,0.0,
obent.jp,0.0,
96s.jp,0.0,
numberscafe.jp,0.1,
nsd-inc.jp,0.0,
7sp.jp,0.0,
nowplaying.jp,0.0,
nplex.jp,0.0,
noriko-flower.jp,0.0,
nobuy.jp,0.0,
norikawa.jp,0.0,
nissay-tp.jp,0.0,
nobechoru-media.jp,0.0,
nihonchuoresearch.jp,0.0,
new-jobs.jp,0.0,
next-skill.jp,7.0,
network888.jp,0.0,
netwedding.jp,0.0,
net-concierge.jp,0.0,
nestoria.jp,0.0,
neiro-tokyo.jp,0.0,
nbl-a.jp,0.0,
naemt.jp,0.0,
nabeblo.jp,0.0,
mzinc.jp,0.0,
mukiryoku.jp,0.0,
mugearth.jp,0.0,
muica.jp,0.0,
mride.jp,0.0,
mrsecurity.jp,0.0,
momau.jp,0.0,
mote-men.jp,0.0,
montasoccer.jp,0.0,
mogitori.jp,0.0,
modelbase.jp,0.0,
mjcreation.jp,0.0,
miyavie.jp,0.0,
miyagift.jp,0.0,
miyaji.jp,0.0,
mirai-tsugaru-art.jp,0.0,
mingiga.jp,0.6,
mirai-kyoshitsu.jp,0.0,
mirai-code.jp,0.0,
minarai.jp,0.0,
mifare-ultralight.jp,0.0,
mimistudio.jp,0.0,
m-ideal.jp,0.0,
mewbar.jp,0.0,
merleende.jp,0.0,
metadoll.jp,0.0,
mental-shindan.jp,0.2,
merckgroup.jp,0.0,
merakimotors.jp,0.0,
mens-bild.jp,0.0,
mentalgym.jp,0.0,
memberscareer.jp,0.0,
me-job.jp,0.0,
meisi.jp,0.0,
mayomayo.jp,0.0,
meiji-probio.jp,0.0,
medibox.jp,0.0,
medibook.jp,0.0,
mayumitodance.jp,0.0,
mature-milfy.jp,0.0,
masterai.jp,0.0,
marronpressor.jp,0.0,
marketingtherapy.jp,0.0,
man-up.jp,0.0,
manman.jp,0.0,
manabi-labo.jp,0.0,
mailmatrix.jp,0.0,
majikoi.jp,0.0,
macrotech.jp,0.2,
m1sports-media.jp,0.0,
lu-xu.jp,0.0,
luxo.jp,0.0,
lupis.jp,0.0,
lutgen.jp,0.0,
luckyman.jp,0.0,
lucianoa.jp,0.0,
logshybricks.jp,0.0,
loveselftalk.jp,0.0,
localevent.jp,0.0,
lizimedia.jp,0.0,
loa3.jp,0.0,
livpro.jp,4.4,
linkca.jp,0.0,
lifelogger.jp,0.0,
lindy-japan.jp,0.0,
lideia.jp,0.0,
li-en.jp,0.0,
lavieenrober.jp,0.0,
lemonworld.jp,0.0,
legalfactory.jp,0.0,
lasttangoinparis.jp,0.0,
labridge.jp,0.0,
kwenaproducts.jp,0.0,
kyoto-petsougisha.jp,0.0,
k-trader-fx.jp,0.6,
ktds.jp,0.0,
